75,9,62,28975
75,10,97,32300
75,11,59,35175
75,12,65,37700
75,13,95,42325
75,14,82,45550
75,15,114,49450
75,16,75,52475
75,17,95,55925
75,18,99,59300
75,19,98,62250
75,20,92,66500
75,21,117,69975
75,22,100,73550
75,23,131,76950
75,24,113,80600
75,25,98,84250
76,1,101,5050
76,2,50,7475
76,3,27,8725
76,4,57,11550
76,5,70,14750
76,6,51,17225
76,7,46,18600
76,8,53,20425
76,9,150,26050
76,10,45,27525
77,1,113,5650
77,2,27,6975
77,3,31,8525
77,4,99,13100
77,5,140,18775
77,6,71,22300
77,7,59,25250
77,8,107,28075
77,9,107,33275
77,10,105,36275
77,11,56,39000
77,12,71,42075
77,13,32,43450
78,1,20,1000
78,2,76,4700
78,3,39,6600
78,4,50,7775
78,5,83,11375
78,6,110,14500
78,7,52,16200
78,8,68,19425
78,9,100,23000
78,10,67,26325
78,11,98,31000
78,12,78,33725
78,13,58,36250
78,14,102,40525
78,15,154,44150
78,16,149,48100
78,17,94,51500
78,18,101,55200
78,19,95,58250
78,20,88,62450
78,21,108,67200
78,22,122,71075
78,23,117,75500
78,24,116,80925
78,25,80,83650
79,1,67,3350
79,2,67,4400
79,3,60,7325
79,4,24,8525
79,5,136,14375
79,6,48,16750
79,7,96,20100
79,8,116,25550
79,9,97,29800
79,10,57,32625
79,11,68,35850
79,12,100,39050
79,13,69,41875
79,14,84,45425
79,15,78,49250
79,16,90,52250
79,17,106,56700
79,18,101,61550
79,19,104,66325
79,20,138,70325
79,21,137,75175
79,22,67,77725
80,1,64,3200
80,2,48,4400
80,3,52,6950
80,4,52,9525
80,5,51,12050
80,6,47,14225
80,7,57,16875
80,8,60,19825
80,9,110,23275
80,10,62,26250
80,11,122,29725
80,12,60,31950
80,13,79,34975
80,14,78,38725
80,15,79,42600
80,16,101,47400
80,17,82,51175
80,18,128,54775
80,19,55,56975
81,1,107,5350
81,2,50,7850
81,3,123,10300
81,4,51,11600
81,5,63,14625
81,6,86,17050
81,7,94,21100
81,8,54,23775
81,9,76,27150
81,10,50,29550
81,11,117,32825
81,12,59,35675
81,13,62,38550
81,14,75,41075
81,15,67,43650
81,16,96,48275
81,17,116,53600
81,18,120,58925
81,19,82,62875
81,20,101,67600
81,21,98,70825
81,22,112,76225
81,23,104,80800
81,24,119,86350
81,25,110,89900
81,26,122,93375
81,27,123,98900
81,28,15,99500
82,1,86,4300
82,2,76,7900
82,3,82,11625
82,4,36,13425
82,5,46,15650
82,6,42,16800
82,7,62,19225
82,8,85,23175
82,9,50,25650
82,10,57,28500
82,11,58,31050
82,12,118,36425
82,13,71,39925
82,14,94,43350
82,15,82,47175
82,16,120,50800
82,17,113,54275
82,18,82,57450
82,19,102,60750
82,20,89,64375
82,21,102,69200
82,22,118,74650
82,23,79,77550
83,1,48,2400
83,2,74,3700
83,3,43,5725
83,4,50,8125
83,5,37,9950
83,6,45,11725
83,7,54,14425
83,8,97,17050
83,9,111,22000
